,Unnamed: 0,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Class
6440,6995890,2008,12,2,2,1341.0,1330,2023.0,2024,DL,1088,N131DN,222.0,234.0,198.0,-1.0,11.0,LAS,ATL,1747,7.0,17.0,0,N,0,,,,,,0
6441,6995894,2008,12,2,2,2026.0,2010,2221.0,2142,DL,1092,N912DE,115.0,92.0,74.0,39.0,16.0,ATL,DAY,432,9.0,32.0,0,N,0,0.0,0.0,23.0,0.0,16.0,0
6442,6995895,2008,12,2,2,1749.0,1722,1940.0,1920,DL,1093,N136DL,111.0,118.0,81.0,20.0,27.0,FLL,ATL,581,12.0,18.0,0,N,0,20.0,0.0,0.0,0.0,0.0,0
6443,6995906,2008,12,2,2,901.0,845,1119.0,1047,DL,1101,N3746H,318.0,302.0,292.0,32.0,16.0,CVG,SFO,2036,6.0,20.0,0,N,0,10.0,0.0,16.0,0.0,6.0,0
6444,6995910,2008,12,2,2,940.0,830,1148.0,1044,DL,1105,N832MH,248.0,254.0,220.0,64.0,70.0,ATL,SLC,1589,7.0,21.0,0,N,0,32.0,0.0,32.0,0.0,0.0,0
6445,6995911,2008,12,2,2,1249.0,1215,1622.0,1544,DL,1105,N832MH,393.0,389.0,370.0,38.0,34.0,SLC,HNL,2994,6.0,17.0,0,N,0,1.0,0.0,4.0,0.0,33.0,0
6446,6995914,2008,12,2,2,1703.0,1630,1942.0,1916,DL,1110,N3752,279.0,286.0,265.0,26.0,33.0,BWI,SLC,1864,4.0,10.0,0,N,0,8.0,0.0,0.0,0.0,18.0,0
6447,6995916,2008,12,2,2,1208.0,1158,1338.0,1319,DL,1113,N919DE,90.0,81.0,61.0,19.0,10.0,DAB,ATL,366,8.0,21.0,0,N,0,10.0,0.0,9.0,0.0,0.0,0
6448,6995917,2008,12,2,2,1739.0,1410,1806.0,1442,DL,1113,N903DE,87.0,92.0,67.0,204.0,209.0,ATL,LIT,453,6.0,14.0,0,N,0,204.0,0.0,0.0,0.0,0.0,0
6449,6995918,2008,12,2,2,1853.0,1525,2123.0,1756,DL,1114,N903DE,90.0,91.0,63.0,207.0,208.0,LIT,ATL,453,14.0,13.0,0,N,0,2.0,0.0,0.0,0.0,205.0,0
6450,6995920,2008,12,2,2,1508.0,1445,1624.0,1554,DL,1117,N906DL,76.0,69.0,46.0,30.0,23.0,ATL,CLT,227,8.0,22.0,0,N,0,8.0,0.0,7.0,0.0,15.0,0
6451,6995922,2008,12,2,2,832.0,745,1032.0,923,DL,1119,N952DL,120.0,98.0,76.0,69.0,47.0,ATL,PIT,526,6.0,38.0,0,N,0,47.0,0.0,22.0,0.0,0.0,0
6452,6995929,2008,12,2,2,1652.0,1645,1743.0,1745,DL,1125,N916DN,171.0,180.0,154.0,-2.0,7.0,CVG,DEN,1069,8.0,9.0,0,N,0,,,,,,0
6453,6995936,2008,12,2,2,1154.0,1128,1906.0,1855,DL,1132,N3746H,252.0,267.0,226.0,11.0,26.0,SFO,CVG,2036,5.0,21.0,0,N,0,,,,,,0
6454,6995945,2008,12,2,2,1811.0,1743,1940.0,1905,DL,1145,N937DL,89.0,82.0,64.0,35.0,28.0,ATL,RDU,356,10.0,15.0,0,N,0,28.0,0.0,7.0,0.0,0.0,0
6455,6995946,2008,12,2,2,1140.0,1120,1718.0,1656,DL,1146,N613DL,218.0,216.0,182.0,22.0,20.0,SLC,ATL,1589,12.0,24.0,0,N,0,20.0,0.0,2.0,0.0,0.0,0
6456,6995961,2008,12,2,2,1320.0,1300,1602.0,1556,DL,1166,N666DN,102.0,116.0,82.0,6.0,20.0,LAX,SLC,590,5.0,15.0,0,N,0,,,,,,0
6457,6995962,2008,12,2,2,1109.0,850,1318.0,1108,DL,1167,N941DL,129.0,138.0,115.0,130.0,139.0,CVG,RSW,879,4.0,10.0,0,N,0,130.0,0.0,0.0,0.0,0.0,0
6458,6995963,2008,12,2,2,1405.0,1150,1629.0,1415,DL,1168,N941DL,144.0,145.0,128.0,134.0,135.0,RSW,CVG,879,5.0,11.0,0,N,0,5.0,0.0,0.0,0.0,129.0,0
6459,6995967,2008,12,2,2,722.0,710,1017.0,1008,DL,1174,N910DN,115.0,118.0,83.0,9.0,12.0,LAX,SLC,590,7.0,25.0,0,N,0,,,,,,0
6460,6995972,2008,12,2,2,1506.0,1445,1648.0,1619,DL,1178,N935DL,102.0,94.0,74.0,29.0,21.0,ATL,CMH,446,5.0,23.0,0,N,0,21.0,0.0,8.0,0.0,0.0,0
6461,6995973,2008,12,2,2,607.0,550,806.0,751,DL,1179,N3753,119.0,121.0,90.0,15.0,17.0,DTW,ATL,594,9.0,20.0,0,N,0,15.0,0.0,0.0,0.0,0.0,0
6462,6995974,2008,12,2,2,1155.0,1105,1412.0,1355,DL,1180,N923DL,137.0,170.0,120.0,17.0,50.0,PBI,BDL,1133,5.0,12.0,0,N,0,1.0,0.0,0.0,0.0,16.0,0
6463,6995983,2008,12,2,2,1306.0,1300,1554.0,1544,DL,1188,N902DA,108.0,104.0,92.0,10.0,6.0,PDX,SLC,630,4.0,12.0,0,N,0,,,,,,0
6464,6995984,2008,12,2,2,2028.0,2014,2106.0,2058,DL,1189,N3752,98.0,104.0,72.0,8.0,14.0,SLC,SMF,532,7.0,19.0,0,N,0,,,,,,0
6465,6995985,2008,12,2,2,130.0,110,741.0,743,DL,1192,N6711M,251.0,273.0,222.0,-2.0,20.0,ANC,SLC,2125,7.0,22.0,0,N,0,,,,,,0
6466,6995986,2008,12,2,2,1219.0,1212,1403.0,1354,DL,1193,N917DL,104.0,102.0,80.0,9.0,7.0,RIC,ATL,481,6.0,18.0,0,N,0,,,,,,0
6467,6995987,2008,12,2,2,1618.0,1556,1832.0,1757,DL,1194,N3767,134.0,121.0,98.0,35.0,22.0,ATL,DTW,594,11.0,25.0,0,N,0,5.0,0.0,13.0,0.0,17.0,0
6468,6995991,2008,12,2,2,1813.0,1759,1921.0,1909,DL,1199,N653DL,68.0,70.0,39.0,12.0,14.0,SAV,ATL,215,15.0,14.0,0,N,0,,,,,,0
6469,6995993,2008,12,2,2,949.0,940,1609.0,1546,DL,1200,N3752,260.0,246.0,218.0,23.0,9.0,SLC,BWI,1864,5.0,37.0,0,N,0,9.0,0.0,14.0,0.0,0.0,0
6470,6995994,2008,12,2,2,1208.0,1120,1518.0,1427,DL,1201,N645DL,310.0,307.0,293.0,51.0,48.0,SLC,ANC,2125,5.0,12.0,0,N,0,48.0,0.0,3.0,0.0,0.0,0
6471,6995995,2008,12,2,2,1228.0,1154,1440.0,1427,DL,1202,N901DA,72.0,93.0,52.0,13.0,34.0,LAS,SLC,368,4.0,16.0,0,N,0,,,,,,0
6472,6995996,2008,12,2,2,1519.0,1513,1631.0,1625,DL,1202,N901DA,132.0,132.0,111.0,6.0,6.0,SLC,SEA,689,6.0,15.0,0,N,0,,,,,,0
6473,6995997,2008,12,2,2,819.0,725,1048.0,956,DL,1203,N901DA,209.0,211.0,177.0,52.0,54.0,ORD,SLC,1249,4.0,28.0,0,N,0,52.0,0.0,0.0,0.0,0.0,0
6474,6995998,2008,12,2,2,1125.0,1050,1151.0,1114,DL,1203,N901DA,86.0,84.0,62.0,37.0,35.0,SLC,LAS,368,5.0,19.0,0,N,0,0.0,0.0,2.0,0.0,35.0,0
6475,6996000,2008,12,2,2,946.0,940,1555.0,1539,DL,1208,N3764D,249.0,239.0,208.0,16.0,6.0,SLC,IAD,1827,12.0,29.0,0,N,0,6.0,0.0,10.0,0.0,0.0,0
6476,6996010,2008,12,2,2,1508.0,1500,1716.0,1704,DL,1216,N906DA,128.0,124.0,111.0,12.0,8.0,CVG,LGA,585,7.0,10.0,0,N,0,,,,,,0
6477,6996018,2008,12,2,2,741.0,735,1022.0,1018,DL,1223,N3757D,281.0,283.0,265.0,4.0,6.0,RDU,SLC,1823,6.0,10.0,0,N,0,,,,,,0
6478,6996024,2008,12,2,2,1704.0,1633,1820.0,1754,DL,1229,N945DL,76.0,81.0,56.0,26.0,31.0,SDF,ATL,321,8.0,12.0,0,N,0,0.0,0.0,0.0,0.0,26.0,0
6479,6996029,2008,12,2,2,1116.0,1108,1232.0,1210,DL,1233,N666DN,136.0,122.0,92.0,22.0,8.0,SLC,LAX,590,11.0,33.0,0,N,0,0.0,0.0,14.0,0.0,8.0,0
6480,6996033,2008,12,2,2,1526.0,1455,1700.0,1640,DL,1237,N696DL,94.0,105.0,71.0,20.0,31.0,ATL,RSW,515,4.0,19.0,0,N,0,0.0,0.0,0.0,0.0,20.0,0
6481,6996039,2008,12,2,2,1658.0,1650,1856.0,1850,DL,1248,N3751B,298.0,300.0,283.0,6.0,8.0,CVG,SEA,1964,6.0,9.0,0,N,0,,,,,,0
6482,6996060,2008,12,2,2,1955.0,1851,2050.0,2004,DL,1274,N980DL,115.0,133.0,95.0,46.0,64.0,ATL,MKE,669,7.0,13.0,0,N,0,46.0,0.0,0.0,0.0,0.0,0
6483,6996067,2008,12,2,2,1910.0,1845,1942.0,1922,DL,1281,N920DL,92.0,97.0,64.0,20.0,25.0,ATL,LIT,453,6.0,22.0,0,N,0,20.0,0.0,0.0,0.0,0.0,0
6484,6996069,2008,12,2,2,1836.0,1830,2009.0,1958,DL,1283,N658DL,93.0,88.0,52.0,11.0,6.0,RDU,ATL,356,16.0,25.0,0,N,0,,,,,,0
6485,6996071,2008,12,2,2,1702.0,1655,1926.0,1917,DL,1287,N695DL,324.0,322.0,299.0,9.0,7.0,ATL,PDX,2172,7.0,18.0,0,N,0,,,,,,0
6486,6996073,2008,12,2,2,1017.0,950,1139.0,1102,DL,1289,N656DL,82.0,72.0,41.0,37.0,27.0,ATL,JAX,270,4.0,37.0,0,N,0,0.0,0.0,10.0,0.0,27.0,0
6487,6996075,2008,12,2,2,2201.0,2130,2325.0,2257,DL,1291,N682DA,84.0,87.0,56.0,28.0,31.0,ATL,RDU,356,6.0,22.0,0,N,0,1.0,0.0,0.0,0.0,27.0,0
6488,6996077,2008,12,2,2,1740.0,1726,1938.0,1922,DL,1293,N912DL,118.0,116.0,84.0,16.0,14.0,ORF,ATL,516,26.0,8.0,0,N,0,0.0,0.0,16.0,0.0,0.0,0
6489,6996078,2008,12,2,2,2037.0,2020,2028.0,2019,DL,1293,N912DL,51.0,59.0,29.0,9.0,17.0,ATL,HSV,151,7.0,15.0,0,N,0,,,,,,0
6490,6996086,2008,12,2,2,750.0,730,,851,DL,1342,N915DE,,81.0,,,20.0,DCA,LGA,214,,,1,A,0,,,,,,0
6491,6996143,2008,12,2,2,2022.0,2015,2232.0,2215,DL,1400,N927DA,130.0,120.0,109.0,17.0,7.0,ATL,BUF,712,7.0,14.0,0,N,0,7.0,0.0,10.0,0.0,0.0,0
6492,6996144,2008,12,2,2,1456.0,1435,1609.0,1542,DL,1401,N137DL,73.0,67.0,44.0,27.0,21.0,ATL,JAX,270,5.0,24.0,0,N,0,21.0,0.0,6.0,0.0,0.0,0
6493,6996145,2008,12,2,2,1859.0,1835,2142.0,2134,DL,1402,N989DL,163.0,179.0,145.0,8.0,24.0,FLL,BDL,1173,7.0,11.0,0,N,0,,,,,,0
6494,6996146,2008,12,2,2,1456.0,1435,1818.0,1746,DL,1403,N923DL,202.0,191.0,186.0,32.0,21.0,BDL,FLL,1173,7.0,9.0,0,N,0,4.0,0.0,11.0,0.0,17.0,0
6495,6996151,2008,12,2,2,1158.0,1101,1435.0,1405,DL,1410,N930DL,157.0,184.0,138.0,30.0,57.0,PBI,BOS,1197,6.0,13.0,0,N,0,2.0,0.0,0.0,0.0,28.0,0
6496,6996152,2008,12,2,2,718.0,700,1115.0,1021,DL,1411,N930DL,237.0,201.0,213.0,54.0,18.0,BOS,PBI,1197,5.0,19.0,0,N,0,18.0,0.0,36.0,0.0,0.0,0
6497,6996153,2008,12,2,2,1507.0,1445,1717.0,1630,DL,1414,N993DL,130.0,105.0,79.0,47.0,22.0,CAK,ATL,528,41.0,10.0,0,N,0,11.0,0.0,25.0,0.0,11.0,0
6498,6996154,2008,12,2,2,1321.0,1305,1559.0,1538,DL,1415,N915DN,98.0,93.0,84.0,21.0,16.0,GEG,SLC,546,4.0,10.0,0,N,0,0.0,0.0,5.0,0.0,16.0,0
6499,6996161,2008,12,2,2,1145.0,1105,1426.0,1421,DL,1422,N3749D,161.0,196.0,134.0,5.0,40.0,FLL,BOS,1237,6.0,21.0,0,N,0,,,,,,0
6500,6996165,2008,12,2,2,1216.0,1210,1229.0,1220,DL,1427,N984DL,73.0,70.0,43.0,9.0,6.0,ATL,PNS,272,4.0,26.0,0,N,0,,,,,,0
6501,6996166,2008,12,2,2,1758.0,1628,1930.0,1806,DL,1428,N382DA,92.0,98.0,72.0,84.0,90.0,ATL,RIC,481,5.0,15.0,0,N,0,22.0,0.0,0.0,0.0,62.0,0
6502,6996167,2008,12,2,2,1141.0,1116,1258.0,1230,DL,1429,N3745B,197.0,194.0,169.0,28.0,25.0,ATL,COS,1185,7.0,21.0,0,N,0,25.0,0.0,3.0,0.0,0.0,0
6503,6996172,2008,12,2,2,1143.0,1105,1413.0,1358,DL,1436,N928DL,150.0,173.0,128.0,15.0,38.0,MCO,BOS,1121,7.0,15.0,0,N,0,0.0,0.0,0.0,0.0,15.0,0
6504,6996175,2008,12,2,2,1514.0,1505,1837.0,1821,DL,1439,N3749D,203.0,196.0,178.0,16.0,9.0,BOS,MCO,1121,8.0,17.0,0,N,0,4.0,0.0,7.0,0.0,5.0,0
6505,6996176,2008,12,2,2,1925.0,1901,2200.0,2151,DL,1440,N3749D,155.0,170.0,138.0,9.0,24.0,MCO,BOS,1121,5.0,12.0,0,N,0,,,,,,0
6506,6996177,2008,12,2,2,1848.0,1815,2127.0,2100,DL,1442,N975DL,159.0,165.0,130.0,27.0,33.0,MCO,LGA,950,8.0,21.0,0,N,0,0.0,0.0,0.0,0.0,27.0,0
6507,6996179,2008,12,2,2,1107.0,1050,1308.0,1256,DL,1444,N3753,61.0,66.0,37.0,12.0,17.0,BNA,ATL,214,5.0,19.0,0,N,0,,,,,,0
6508,6996183,2008,12,2,2,1133.0,1115,1410.0,1418,DL,1450,N957DL,157.0,183.0,137.0,-8.0,18.0,TPA,BOS,1185,8.0,12.0,0,N,0,,,,,,0
6509,6996185,2008,12,2,2,1307.0,1212,1454.0,1357,DL,1455,N995DL,107.0,105.0,72.0,57.0,55.0,PIT,ATL,526,11.0,24.0,0,N,0,0.0,0.0,2.0,0.0,55.0,0
6510,6996188,2008,12,2,2,1140.0,1045,1413.0,1348,DL,1458,N975DL,153.0,183.0,132.0,25.0,55.0,FLL,LGA,1076,7.0,14.0,0,N,0,2.0,0.0,0.0,0.0,23.0,0
6511,6996189,2008,12,2,2,1453.0,1445,1801.0,1755,DL,1461,N989DL,188.0,190.0,166.0,6.0,8.0,LGA,FLL,1076,5.0,17.0,0,N,0,,,,,,0
6512,6996190,2008,12,2,2,1907.0,1830,2150.0,2130,DL,1462,N923DL,163.0,180.0,136.0,20.0,37.0,FLL,LGA,1076,10.0,17.0,0,N,0,3.0,0.0,0.0,0.0,17.0,0
6513,6996197,2008,12,2,2,1442.0,1345,1805.0,1704,DL,1470,N676DL,143.0,139.0,114.0,61.0,57.0,SAT,ATL,874,13.0,16.0,0,N,0,0.0,0.0,4.0,0.0,57.0,0
6514,6996198,2008,12,2,2,1817.0,1755,1955.0,1938,DL,1470,N6715C,98.0,103.0,79.0,17.0,22.0,ATL,PIT,526,4.0,15.0,0,N,0,17.0,0.0,0.0,0.0,0.0,0
6515,6996206,2008,12,2,2,1055.0,1049,1315.0,1330,DL,1484,N990DL,140.0,161.0,118.0,-15.0,6.0,MCO,LGA,950,10.0,12.0,0,N,0,,,,,,0
6516,6996208,2008,12,2,2,1446.0,1430,1725.0,1715,DL,1486,N3731T,159.0,165.0,117.0,10.0,16.0,MCO,LGA,950,30.0,12.0,0,N,0,,,,,,0
6517,6996209,2008,12,2,2,1507.0,1435,1814.0,1731,DL,1487,N975DL,187.0,176.0,160.0,43.0,32.0,LGA,MCO,950,9.0,18.0,0,N,0,7.0,0.0,11.0,0.0,25.0,0
6518,6996210,2008,12,2,2,1809.0,1759,2108.0,2056,DL,1489,N3731T,179.0,177.0,152.0,12.0,10.0,LGA,MCO,950,4.0,23.0,0,N,0,,,,,,0
6519,6996213,2008,12,2,2,1120.0,1045,1349.0,1334,DL,1494,N934DL,149.0,169.0,125.0,15.0,35.0,PBI,LGA,1035,11.0,13.0,0,N,0,1.0,0.0,0.0,0.0,14.0,0
6520,6996229,2008,12,2,2,1720.0,1659,1851.0,1830,DL,1515,N935DL,91.0,91.0,63.0,21.0,21.0,CMH,ATL,446,17.0,11.0,0,N,0,0.0,0.0,0.0,0.0,21.0,0
6521,6996232,2008,12,2,2,1127.0,1110,1304.0,1245,DL,1518,N931DL,97.0,95.0,75.0,19.0,17.0,SRQ,ATL,445,10.0,12.0,0,N,0,0.0,0.0,2.0,0.0,17.0,0
6522,6996233,2008,12,2,2,2121.0,2115,2301.0,2256,DL,1519,N657DL,100.0,101.0,79.0,5.0,6.0,ATL,RSW,515,6.0,15.0,0,N,0,,,,,,0
6523,6996236,2008,12,2,2,2246.0,2129,11.0,2307,DL,1522,N382DA,145.0,158.0,128.0,64.0,77.0,ATL,MSP,906,6.0,11.0,0,N,0,0.0,0.0,0.0,0.0,64.0,0
6524,6996243,2008,12,2,2,2019.0,2006,2025.0,2015,DL,1529,N3736C,66.0,69.0,38.0,10.0,13.0,ATL,BNA,214,7.0,21.0,0,N,0,,,,,,0
6525,6996244,2008,12,2,2,1107.0,1045,1405.0,1346,DL,1530,N926DL,118.0,121.0,95.0,19.0,22.0,MCI,ATL,692,8.0,15.0,0,N,0,0.0,0.0,0.0,0.0,19.0,0
6526,6996245,2008,12,2,2,1241.0,1210,1432.0,1413,DL,1531,N916DL,111.0,123.0,87.0,19.0,31.0,DTW,ATL,594,6.0,18.0,0,N,0,3.0,0.0,0.0,0.0,16.0,0
6527,6996249,2008,12,2,2,1816.0,1800,1937.0,1918,DL,1534,N692DL,81.0,78.0,48.0,19.0,16.0,JAX,ATL,270,18.0,15.0,0,N,0,16.0,0.0,3.0,0.0,0.0,0
6528,6996250,2008,12,2,2,1904.0,1848,2110.0,2055,DL,1535,N698DL,306.0,307.0,281.0,15.0,16.0,ATL,SMF,2092,3.0,22.0,0,N,0,15.0,0.0,0.0,0.0,0.0,0
6529,6996251,2008,12,2,2,1917.0,1837,2111.0,2038,DL,1536,N3767,114.0,121.0,88.0,33.0,40.0,DTW,ATL,594,8.0,18.0,0,N,0,4.0,0.0,0.0,0.0,29.0,0
6530,6996252,2008,12,2,2,1908.0,1900,2106.0,2059,DL,1537,N3735D,238.0,239.0,210.0,7.0,8.0,ATL,TUS,1541,7.0,21.0,0,N,0,,,,,,0
6531,6996253,2008,12,2,2,1208.0,1150,1935.0,1925,DL,1538,N6712B,267.0,275.0,244.0,10.0,18.0,PDX,ATL,2172,9.0,14.0,0,N,0,,,,,,0
6532,6996255,2008,12,2,2,1701.0,1642,1818.0,1755,DL,1539,N137DL,77.0,73.0,47.0,23.0,19.0,JAX,ATL,270,18.0,12.0,0,N,0,0.0,0.0,4.0,0.0,19.0,0
6533,6996258,2008,12,2,2,1754.0,1731,1817.0,1755,DL,1543,N946DL,83.0,84.0,56.0,22.0,23.0,ATL,MEM,332,7.0,20.0,0,N,0,22.0,0.0,0.0,0.0,0.0,0
6534,6996259,2008,12,2,2,2140.0,2130,2329.0,2306,DL,1544,N624DL,109.0,96.0,66.0,23.0,10.0,ATL,IND,432,5.0,38.0,0,N,0,10.0,0.0,13.0,0.0,0.0,0
6535,6996262,2008,12,2,2,1046.0,1030,1218.0,1216,DL,1547,N907DE,92.0,106.0,75.0,2.0,16.0,PBI,ATL,545,6.0,11.0,0,N,0,,,,,,0
6536,6996264,2008,12,2,2,911.0,600,1139.0,814,DL,1549,N961DL,88.0,74.0,55.0,205.0,191.0,MEM,ATL,332,9.0,24.0,0,N,0,191.0,0.0,14.0,0.0,0.0,0
6537,6996268,2008,12,2,2,1003.0,951,1218.0,1132,DL,1551,N946DL,195.0,161.0,139.0,46.0,12.0,ATL,MSP,906,10.0,46.0,0,N,0,12.0,0.0,34.0,0.0,0.0,0
6538,6996270,2008,12,2,2,1203.0,1130,1249.0,1218,DL,1552,N915DN,106.0,108.0,88.0,31.0,33.0,SLC,GEG,546,4.0,14.0,0,N,0,31.0,0.0,0.0,0.0,0.0,0
6539,6996273,2008,12,2,2,2026.0,2005,2133.0,2120,DL,1555,N963DL,127.0,135.0,106.0,13.0,21.0,ATL,MCI,692,4.0,17.0,0,N,0,,,,,,0
6540,6996274,2008,12,2,2,1302.0,1255,1440.0,1440,DL,1556,N913DL,98.0,105.0,77.0,0.0,7.0,ATL,IAD,533,7.0,14.0,0,N,0,,,,,,0
6541,6996278,2008,12,2,2,1013.0,1000,1149.0,1140,DL,1561,N665DN,96.0,100.0,75.0,9.0,13.0,RIC,ATL,481,9.0,12.0,0,N,0,,,,,,0
6542,6996280,2008,12,2,2,1635.0,1359,1947.0,1732,DL,1563,N911DL,132.0,153.0,115.0,135.0,156.0,MSP,ATL,906,5.0,12.0,0,N,0,125.0,0.0,0.0,0.0,10.0,0
6543,6996281,2008,12,2,2,1711.0,1655,1843.0,1829,DL,1564,N983DL,92.0,94.0,63.0,14.0,16.0,IND,ATL,432,16.0,13.0,0,N,0,,,,,,0
6544,6996286,2008,12,2,2,1026.0,1020,1214.0,1220,DL,1573,N632DL,108.0,120.0,86.0,-6.0,6.0,DTW,ATL,594,8.0,14.0,0,N,0,,,,,,0
6545,6996290,2008,12,2,2,1110.0,1102,1245.0,1240,DL,1577,N659DL,95.0,98.0,72.0,5.0,8.0,ATL,RSW,515,5.0,18.0,0,N,0,,,,,,0
6546,6996301,2008,12,2,2,1353.0,1345,1438.0,1423,DL,1588,N907DL,105.0,98.0,80.0,15.0,8.0,ATL,STL,483,7.0,18.0,0,N,0,8.0,0.0,7.0,0.0,0.0,0
6547,6996302,2008,12,2,2,1515.0,1505,1740.0,1739,DL,1589,N907DL,85.0,94.0,64.0,1.0,10.0,STL,ATL,483,9.0,12.0,0,N,0,,,,,,0
6548,6996304,2008,12,2,2,1114.0,1100,1233.0,1224,DL,1591,N939DL,79.0,84.0,57.0,9.0,14.0,RDU,ATL,356,9.0,13.0,0,N,0,,,,,,0
6549,6996306,2008,12,2,2,1643.0,1606,1747.0,1709,DL,1594,N653DL,64.0,63.0,40.0,38.0,37.0,ATL,SAV,215,4.0,20.0,0,N,0,7.0,0.0,1.0,0.0,30.0,0
6550,6996310,2008,12,2,2,1448.0,1441,1651.0,1640,DL,1598,N3739P,123.0,119.0,94.0,11.0,7.0,ATL,DTW,594,8.0,21.0,0,N,0,,,,,,0
6551,6996312,2008,12,2,2,2151.0,2140,2349.0,2329,DL,1599,N304DQ,118.0,109.0,77.0,20.0,11.0,ATL,PIT,526,8.0,33.0,0,N,0,4.0,0.0,9.0,0.0,7.0,0
6552,6996316,2008,12,2,2,1752.0,1730,1945.0,1921,DL,1602,N696DL,113.0,111.0,83.0,24.0,22.0,RSW,ATL,515,21.0,9.0,0,N,0,2.0,0.0,2.0,0.0,20.0,0
6553,6996319,2008,12,2,2,1701.0,1635,1817.0,1758,DL,1605,N906DL,76.0,83.0,40.0,19.0,26.0,CLT,ATL,227,13.0,23.0,0,N,0,0.0,0.0,0.0,0.0,19.0,0
6554,6996326,2008,12,2,2,1910.0,1900,2044.0,2014,DL,1612,N904DL,94.0,74.0,40.0,30.0,10.0,ATL,CHS,259,8.0,46.0,0,N,0,0.0,0.0,20.0,0.0,10.0,0
6555,6996332,2008,12,2,2,1747.0,1733,1959.0,1955,DL,1618,N908DL,132.0,142.0,108.0,4.0,14.0,ATL,BDL,859,4.0,20.0,0,N,0,,,,,,0
6556,6996336,2008,12,2,2,1303.0,1215,1627.0,1543,DL,1621,N946DL,144.0,148.0,114.0,44.0,48.0,MSP,ATL,906,8.0,22.0,0,N,0,44.0,0.0,0.0,0.0,0.0,0
6557,6996340,2008,12,2,2,1112.0,1100,1317.0,1307,DL,1626,N391DA,65.0,67.0,47.0,10.0,12.0,PNS,ATL,272,7.0,11.0,0,N,0,,,,,,0
6558,6996343,2008,12,2,2,858.0,850,1035.0,1005,DL,1628,N926DL,157.0,135.0,111.0,30.0,8.0,ATL,MCI,692,5.0,41.0,0,N,0,8.0,0.0,22.0,0.0,0.0,0
6559,6996349,2008,12,2,2,1019.0,955,1210.0,1148,DL,1636,N670DN,111.0,113.0,72.0,22.0,24.0,ATL,IAD,533,5.0,34.0,0,N,0,6.0,0.0,0.0,0.0,16.0,0
6560,6996352,2008,12,2,2,1016.0,1000,1148.0,1113,DL,1638,N626DL,92.0,73.0,46.0,35.0,16.0,ATL,CLT,227,11.0,35.0,0,N,0,0.0,0.0,19.0,0.0,16.0,0
6561,6996359,2008,12,2,2,1636.0,1619,1917.0,1900,DL,1645,N3764D,281.0,281.0,258.0,17.0,17.0,IAD,SLC,1827,6.0,17.0,0,N,0,1.0,0.0,0.0,0.0,16.0,0
6562,6996360,2008,12,2,2,1958.0,1945,2012.0,2008,DL,1645,N3764D,74.0,83.0,56.0,4.0,13.0,SLC,LAS,368,4.0,14.0,0,N,0,,,,,,0
6563,6996361,2008,12,2,2,1013.0,940,1220.0,1129,DL,1646,N951DL,127.0,109.0,90.0,51.0,33.0,ATL,PBI,545,4.0,33.0,0,N,0,33.0,0.0,18.0,0.0,0.0,0
6564,6996363,2008,12,2,2,1026.0,946,1228.0,1132,DL,1648,N995DL,122.0,106.0,78.0,56.0,40.0,ATL,PIT,526,6.0,38.0,0,N,0,39.0,0.0,16.0,0.0,1.0,0
6565,6996366,2008,12,2,2,1806.0,1752,2109.0,2100,DL,1651,N905DL,123.0,128.0,92.0,9.0,14.0,MCI,ATL,692,18.0,13.0,0,N,0,,,,,,0
6566,6996368,2008,12,2,2,1627.0,1600,1735.0,1708,DL,1654,N692DL,68.0,68.0,40.0,27.0,27.0,ATL,JAX,270,5.0,23.0,0,N,0,6.0,0.0,0.0,0.0,21.0,0
6567,6996369,2008,12,2,2,1655.0,1550,2013.0,1922,DL,1655,N376DA,138.0,152.0,112.0,51.0,65.0,MSP,ATL,906,13.0,13.0,0,N,0,51.0,0.0,0.0,0.0,0.0,0
6568,6996371,2008,12,2,2,1101.0,1048,1202.0,1205,DL,1659,N908DL,61.0,77.0,46.0,-3.0,13.0,CLT,ATL,227,6.0,9.0,0,N,0,,,,,,0
6569,6996376,2008,12,2,2,2041.0,1949,2229.0,2126,DL,1663,N615DL,288.0,277.0,257.0,63.0,52.0,ATL,ONT,1900,8.0,23.0,0,N,0,23.0,0.0,11.0,0.0,29.0,0
6570,6996382,2008,12,2,2,1737.0,1720,1927.0,1923,DL,1673,N3739P,110.0,123.0,85.0,4.0,17.0,DTW,ATL,594,13.0,12.0,0,N,0,,,,,,0
6571,6996386,2008,12,2,2,1408.0,1400,1517.0,1518,DL,1677,N943DL,69.0,78.0,46.0,-1.0,8.0,CLT,ATL,227,12.0,11.0,0,N,0,,,,,,0
6572,6996388,2008,12,2,2,1106.0,1005,1239.0,1149,DL,1681,N952DL,93.0,104.0,76.0,50.0,61.0,PIT,ATL,526,8.0,9.0,0,N,0,0.0,0.0,0.0,0.0,50.0,0
